Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","788","Tunisia","671","Protein supply quantity (t)","S2580","Olive Oil","2021","2021","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2021","2021","g/cap/d","9.23","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","681","Fat supply quantity (t)","S2580","Olive Oil","2021","2021","t","40593.37","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5511","Production","S2580","Olive Oil","2022","2022","1000 t","249","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5611","Import quantity","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5072","Stock Variation","S2580","Olive Oil","2022","2022","1000 t","1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5911","Export quantity","S2580","Olive Oil","2022","2022","1000 t","218","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5301","Domestic supply quantity","S2580","Olive Oil","2022","2022","1000 t","31","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5154","Other uses (non-food)","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5170","Residuals","S2580","Olive Oil","2022","2022","1000 t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5142","Food","S2580","Olive Oil","2022","2022","1000 t","31","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2022","2022","kg/cap","2.53","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2022","2022","kcal/cap/d","62.3","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","661","Food supply (kcal)","S2580","Olive Oil","2022","2022","million Kcal","275608.94","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2022","2022","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","671","Protein supply quantity (t)","S2580","Olive Oil","2022","2022","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2022","2022","g/cap/d","6.92","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","681","Fat supply quantity (t)","S2580","Olive Oil","2022","2022","t","30592.59","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5511","Production","S2580","Olive Oil","2023","2023","1000 t","219","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5611","Import quantity","S2580","Olive Oil","2023","2023","1000 t","2","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5072","Stock Variation","S2580","Olive Oil","2023","2023","1000 t","-20","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5911","Export quantity","S2580","Olive Oil","2023","2023","1000 t","171","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5301","Domestic supply quantity","S2580","Olive Oil","2023","2023","1000 t","70","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5170","Residuals","S2580","Olive Oil","2023","2023","1000 t","-1","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","5142","Food","S2580","Olive Oil","2023","2023","1000 t","71","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","645","Food supply quantity (kg/capita/yr)","S2580","Olive Oil","2023","2023","kg/cap","5.8","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","664","Food supply (kcal/capita/day)","S2580","Olive Oil","2023","2023","kcal/cap/d","143.03","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","661","Food supply (kcal)","S2580","Olive Oil","2023","2023","million Kcal","636918.03","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","674","Protein supply quantity (g/capita/day)","S2580","Olive Oil","2023","2023","g/cap/d","0","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","671","Protein supply quantity (t)","S2580","Olive Oil","2023","2023","t","0","I","Value imputed by a receiving agency",""
"FBS","Food Balances (2010-)","788","Tunisia","684","Fat supply quantity (g/capita/day)","S2580","Olive Oil","2023","2023","g/cap/d","15.88","E","Estimated value",""
"FBS","Food Balances (2010-)","788","Tunisia","681","Fat supply quantity (t)","S2580","Olive Oil","2023","2023","t","70697.9","I","Value imputed by a receiving agency",""
